Medal,Athletes,Games,Sport,Event,Event.1,links,country,medals_corrected
NaN,Byung Joo KIM,1992 Barcelona,Judo,Men's,71 - 78kg (half-middleweight),Images/Medal_Bronze.png,KOR,Bronze
NaN,Taek Soo KIM,1992 Barcelona,Table Tennis,Men's,singles,Images/Medal_Bronze.png,KOR,Bronze
NaN,Hee Chan KANGChul Seung LEE,1992 Barcelona,Table Tennis,Men's,doubles,Images/Medal_Bronze.png,KOR,Bronze
NaN,Taek Soo KIMNam-Kyu YOO,1992 Barcelona,Table Tennis,Men's,doubles,Images/Medal_Bronze.png,KOR,Bronze
NaN,Jung Hwa HYUN,1992 Barcelona,Table Tennis,Women's,singles,Images/Medal_Bronze.png,KOR,Bronze
NaN,Cha Ok HONGJung Hwa HYUN,1992 Barcelona,Table Tennis,Women's,doubles,Images/Medal_Bronze.png,KOR,Bronze
NaN,Kyung-Kap MIN,1992 Barcelona,Wrestling Greco-Roman,Men's,48 - 52kg (flyweight),Images/Medal_Bronze.png,KOR,Bronze
NaN,Ki-Hoon KIM,1992 Albertville,Short Track Speed Skating,Men's,1000m,Images/Medal_Gold.png,KOR,Gold
NaN,Jun-Ho LEEJae-Kun SONGKi-Hoon KIMJi-Soo MO,1992 Albertville,Short Track Speed Skating,Men's,5000m relay,Images/Medal_Gold.png,KOR,Gold
NaN,Yoon-Man KIM,1992 Albertville,Speed skating,Men's,1000m,Images/Medal_Silver.png,KOR,Silver
NaN,Jun-Ho LEE,1992 Albertville,Short Track Speed Skating,Men's,1000m,Images/Medal_Bronze.png,KOR,Bronze
NaN,Ji-Hoon CHAE,1994 Lillehammer,Short Track Speed Skating,Men's,500m,Images/Medal_Gold.png,KOR,Gold
NaN,Ki-Hoon KIM,1994 Lillehammer,Short Track Speed Skating,Men's,1000m,Images/Medal_Gold.png,KOR,Gold
NaN,Lee-Kyung CHUN,1994 Lillehammer,Short Track Speed Skating,Women's,1000m,Images/Medal_Gold.png,KOR,Gold
NaN,Ryang-Hee KIMYoon-Mi KIMLee-Kyung CHUNSo-Hee KIMHye-Kyung WON,1994 Lillehammer,Short Track Speed Skating,Women's,3000m relay,Images/Medal_Gold.png,KOR,Gold
NaN,Ji-Hoon CHAE,1994 Lillehammer,Short Track Speed Skating,Men's,1000m,Images/Medal_Silver.png,KOR,Silver
NaN,So-Hee KIM,1994 Lillehammer,Short Track Speed Skating,Women's,1000m,Images/Medal_Bronze.png,KOR,Bronze
NaN,Ким Кун Вук,1996 Atlanta,Archery,Women's,individual (FITA Olympic round - 70m),Images/Medal_Gold.png,KOR,Gold
NaN,Ким Йо СунКим Кун ВукЮнь Хи Юн,1996 Atlanta,Archery,Women's,team (FITA Olympic round - 70m),Images/Medal_Gold.png,KOR,Gold
NaN,Бан Су Хун,1996 Atlanta,Badminton,Women's,singles,Images/Medal_Gold.png,KOR,Gold
NaN,Ким Дон МунЖил Юн А,1996 Atlanta,Badminton,Mixed,doubles,Images/Medal_Gold.png,KOR,Gold
NaN,Джон Ки Йон,1996 Atlanta,Judo,Men's,78 - 86kg (middleweight),Images/Medal_Gold.png,KOR,Gold
NaN,Чо Мин Сун,1996 Atlanta,Judo,Women's,61 - 66kg (middleweight),Images/Medal_Gold.png,KOR,Gold
NaN,Сим Квон Хо,1996 Atlanta,Wrestling Greco-Roman,Men's,- 48kg (light-flyweight),Images/Medal_Gold.png,KOR,Gold
NaN,О Кио МунДжан Йон ХоКим Бо Рам,1996 Atlanta,Archery,Men's,team (FITA Olympic round - 70m),Images/Medal_Silver.png,KOR,Silver
NaN,Ли Бон Джу,1996 Atlanta,Athletics,Men's,marathon,Images/Medal_Silver.png,KOR,Silver
NaN,Чжан Хи ОкЖил Юн А,1996 Atlanta,Badminton,Women's,doubles,Images/Medal_Silver.png,KOR,Silver
NaN,Парк Джу БонЖа Кун Минь,1996 Atlanta,Badminton,Mixed,doubles,Images/Medal_Silver.png,KOR,Silver
NaN,Ли Сьюн Бэ,1996 Atlanta,Boxing,Men's,75 - 81kg (light-heavyweight),Images/Medal_Silver.png,KOR,Silver
NaN,Е Хон Чул,1996 Atlanta,Gymnastics Artistic,Men's,vault,Images/Medal_Silver.png,KOR,Silver
NaN,NaN,1996 Atlanta,Handball,Women's,handball,Images/Medal_Silver.png,KOR,Silver
NaN,NaN,1996 Atlanta,Hockey,Women's,hockey,Images/Medal_Silver.png,KOR,Silver
NaN,Квак Дэ Сун,1996 Atlanta,Judo,Men's,65 - 71kg (lightweight),Images/Medal_Silver.png,KOR,Silver
NaN,Ким Мин Со,1996 Atlanta,Judo,Men's,86 - 95kg (half-heavyweight),Images/Medal_Silver.png,KOR,Silver
NaN,Хьюн Сук Хи,1996 Atlanta,Judo,Women's,48 - 52kg (half-lightweight),Images/Medal_Silver.png,KOR,Silver
NaN,Юн Сун Йон,1996 Atlanta,Judo,Women's,52 - 56kg (lightweight),Images/Medal_Silver.png,KOR,Silver
NaN,Ян Джэ Сун,1996 Atlanta,Wrestling Freestyle,Men's,57 - 62kg (featherweight),Images/Medal_Silver.png,KOR,Silver
NaN,Парк Ян Сун,1996 Atlanta,Wrestling Freestyle,Men's,68 - 74kg (welterweight),Images/Medal_Silver.png,KOR,Silver
NaN,Ян Хьюн Мо,1996 Atlanta,Wrestling Freestyle,Men's,74 - 82kg (middleweight),Images/Medal_Silver.png,KOR,Silver
NaN,О Ку Мун,1996 Atlanta,Archery,Men's,individual (FITA Olympic round - 70m),Images/Medal_Bronze.png,KOR,Bronze
NaN,Чо Ин Чул,1996 Atlanta,Judo,Men's,71 - 78kg (half-middleweight),Images/Medal_Bronze.png,KOR,Bronze
NaN,Хун Сун Сук,1996 Atlanta,Judo,Women's,56 - 61kg (half-middleweight),Images/Medal_Bronze.png,KOR,Bronze
NaN,Ли Чул СунЙо Нам Ку,1996 Atlanta,Table Tennis,Men's,doubles,Images/Medal_Bronze.png,KOR,Bronze
NaN,Жу Джи ХеПарк Хе Джун,1996 Atlanta,Table Tennis,Women's,doubles,Images/Medal_Bronze.png,KOR,Bronze
NaN,Ким Дон Сун,1998 Nagano,Short Track Speed Skating,Men's,1000m,Images/Medal_Gold.png,KOR,Gold
NaN,Чун Ли Кун,1998 Nagano,Short Track Speed Skating,Women's,1000m,Images/Medal_Gold.png,KOR,Gold
NaN,Чун Ли КунАн Сан МиВон Хье КунКим Юн Ми,1998 Nagano,Short Track Speed Skating,Women's,3000m relay,Images/Medal_Gold.png,KOR,Gold
NaN,Ли Хо ЕнгЧаэ И ХунКим Дон СунЛи Юн Хван,1998 Nagano,Short Track Speed Skating,Men's,5000m relay,Images/Medal_Silver.png,KOR,Silver
NaN,Чун Ли Кун,1998 Nagano,Short Track Speed Skating,Women's,500m,Images/Medal_Bronze.png,KOR,Bronze
NaN,Вон Хью Кун,1998 Nagano,Short Track Speed Skating,Women's,1000m,Images/Medal_Bronze.png,KOR,Bronze
NaN,NaN,2000 Sydney,Archery,Men's,team (FITA Olympic round - 70m),Images/Medal_Gold.png,KOR,Gold
NaN,Юн Ми Джин,2000 Sydney,Archery,Women's,individual (FITA Olympic round - 70m),Images/Medal_Gold.png,KOR,Gold
NaN,NaN,2000 Sydney,Archery,Women's,team (FITA Olympic round - 70m),Images/Medal_Gold.png,KOR,Gold
NaN,Ким Юнг Хо,2000 Sydney,Fencing,Men's,foil individual,Images/Medal_Gold.png,KOR,Gold
NaN,Ким Конг Хун,2000 Sydney,Taekwondo,Men's,+ 80 kg,Images/Medal_Gold.png,KOR,Gold
NaN,Чжун Чже Юн,2000 Sydney,Taekwondo,Women's,49 - 57 kg,Images/Medal_Gold.png,KOR,Gold
NaN,Ли Сун-Хи,2000 Sydney,Taekwondo,Women's,57 - 67 kg,Images/Medal_Gold.png,KOR,Gold
NaN,Сим Квон Хо,2000 Sydney,Wrestling Greco-Roman,Men's,- 54kg,Images/Medal_Gold.png,KOR,Gold
NaN,Ким Нам Сун,2000 Sydney,Archery,Women's,individual (FITA Olympic round - 70m),Images/Medal_Silver.png,KOR,Silver
NaN,NaN,2000 Sydney,Badminton,Men's,doubles,Images/Medal_Silver.png,KOR,Silver
NaN,Ли Чжун Хун,2000 Sydney,Gymnastics Artistic,Men's,parallel bars,Images/Medal_Silver.png,KOR,Silver
NaN,NaN,2000 Sydney,Hockey,Men's,hockey,Images/Medal_Silver.png,KOR,Silver
NaN,Цзюн Бу Кунг,2000 Sydney,Judo,Men's,- 60 kg,Images/Medal_Silver.png,KOR,Silver
NaN,Чо Ин Чул,2000 Sydney,Judo,Men's,73 - 81kg (half-middleweight),Images/Medal_Silver.png,KOR,Silver
NaN,Канг Чо Хун,2000 Sydney,Shooting,Women's,10m air rifle,Images/Medal_Silver.png,KOR,Silver
NaN,Син Чжун Сик,2000 Sydney,Taekwondo,Men's,58 - 68 kg,Images/Medal_Silver.png,KOR,Silver
NaN,Ю Чже Мун,2000 Sydney,Wrestling Freestyle,Men's,69 - 76kg,Images/Medal_Silver.png,KOR,Silver
NaN,Ким Ин Суб,2000 Sydney,Wrestling Greco-Roman,Men's,54 - 58kg,Images/Medal_Silver.png,KOR,Silver
NaN,Ким Су Ньюнг,2000 Sydney,Archery,Women's,individual (FITA Olympic round - 70m),Images/Medal_Bronze.png,KOR,Bronze
NaN,NaN,2000 Sydney,Badminton,Men's,doubles,Images/Medal_Bronze.png,KOR,Bronze
NaN,Ли Санг Ки,2000 Sydney,Fencing,Men's,épée individual,Images/Medal_Bronze.png,KOR,Bronze
NaN,Ли Чжо Хун,2000 Sydney,Gymnastics Artistic,Men's,horizontal bar,Images/Medal_Bronze.png,KOR,Bronze
NaN,Янг Сунг Сук,2000 Sydney,Judo,Women's,57 - 63kg (half-middleweight),Images/Medal_Bronze.png,KOR,Bronze
NaN,Чо Мин Сун,2000 Sydney,Judo,Women's,63 - 70kg (middleweight),Images/Medal_Bronze.png,KOR,Bronze
NaN,Ким Сеон Юнг,2000 Sydney,Judo,Women's,+ 78kg (heavyweight),Images/Medal_Bronze.png,KOR,Bronze
NaN,NaN,2000 Sydney,Table Tennis,Women's,doubles,Images/Medal_Bronze.png,KOR,Bronze
NaN,Чже Сун Чжан,2000 Sydney,Wrestling Freestyle,Men's,58 - 63kg,Images/Medal_Bronze.png,KOR,Bronze
NaN,NaN,2000 Sydney,Baseball^,Men's,baseball,Images/Medal_Bronze.png,KOR,Bronze
NaN,Ко Джи Хьюн,2002 Salt Lake City,Short Track Speed Skating,Women's,1500m,Images/Medal_Gold.png,KOR,Gold
NaN,Чой Мин КьюнПарк Хэ ВонХу Мин ЖинЧой Юн Кьюн,2002 Salt Lake City,Short Track Speed Skating,Women's,3000m relay,Images/Medal_Gold.png,KOR,Gold
NaN,Ко Джи Хьюн,2002 Salt Lake City,Short Track Speed Skating,Women's,1000m,Images/Medal_Silver.png,KOR,Silver
NaN,Чой Юн Кьюн,2002 Salt Lake City,Short Track Speed Skating,Women's,1500m,Images/Medal_Silver.png,KOR,Silver
NaN,NaN,2004 Athens,Archery,Men's,team (FITA Olympic round - 70m),Images/Medal_Gold.png,KOR,Gold
NaN,Парк Сун Хьюн,2004 Athens,Archery,Women's,individual (FITA Olympic round - 70m),Images/Medal_Gold.png,KOR,Gold
NaN,NaN,2004 Athens,Archery,Women's,team (FITA Olympic round - 70m),Images/Medal_Gold.png,KOR,Gold
NaN,Ким Дон МунХа Тае Квон,2004 Athens,Badminton,Men's,doubles,Images/Medal_Gold.png,KOR,Gold
NaN,Ли Вон Хи,2004 Athens,Judo,Men's,66 - 73kg (lightweight),Images/Medal_Gold.png,KOR,Gold
NaN,Руй Сеун Мин,2004 Athens,Table Tennis,Men's,singles,Images/Medal_Gold.png,KOR,Gold
NaN,Мун Дае Сун,2004 Athens,Taekwondo,Men's,+ 80 kg,Images/Medal_Gold.png,KOR,Gold
NaN,Джан Джи Вон,2004 Athens,Taekwondo,Women's,49 - 57 kg,Images/Medal_Gold.png,KOR,Gold
NaN,Джун Джи Хьюн,2004 Athens,Wrestling Greco-Roman,Men's,55 - 60kg,Images/Medal_Gold.png,KOR,Gold
NaN,Ли Сун Чжин,2004 Athens,Archery,Women's,individual (FITA Olympic round - 70m),Images/Medal_Silver.png,KOR,Silver
NaN,Шон Сеун Мо,2004 Athens,Badminton,Men's,singles,Images/Medal_Silver.png,KOR,Silver
NaN,Ли Донг СуЮ Йонг Сунг,2004 Athens,Badminton,Men's,doubles,Images/Medal_Silver.png,KOR,Silver
NaN,Ким Дае Еун,2004 Athens,Gymnastics Artistic,Men's,individual all-round,Images/Medal_Silver.png,KOR,Silver
NaN,NaN,2004 Athens,Handball,Women's,handball,Images/Medal_Silver.png,KOR,Silver
NaN,Янг Сунг Хо,2004 Athens,Judo,Men's,90 - 100kg (half-heavyweight),Images/Medal_Silver.png,KOR,Silver
NaN,Цзин Йонг Ох,2004 Athens,Shooting,Men's,50m pistol,Images/Medal_Silver.png,KOR,Silver
NaN,Ли Бо На,2004 Athens,Shooting,Women's,Double trap,Images/Medal_Silver.png,KOR,Silver
NaN,Ли Юн СилСук Юн Ми,2004 Athens,Table Tennis,Women's,doubles,Images/Medal_Silver.png,KOR,Silver
NaN,Ли Ван Юнг,2004 Athens,Weightlifting,Men's,62 - 69kg (lightweight),Images/Medal_Silver.png,KOR,Silver
NaN,Чжанг Ми Ран,2004 Athens,Weightlifting,Women's,+ 75kg (super heavyweight),Images/Medal_Silver.png,KOR,Silver
NaN,Мун Эй Дже,2004 Athens,Wrestling Freestyle,Men's,74 - 84kg,Images/Medal_Silver.png,KOR,Silver
NaN,Ли Кунг ВонРа Кунг Мин,2004 Athens,Badminton,Women's,doubles,Images/Medal_Bronze.png,KOR,Bronze
NaN,Джо Сек Хван,2004 Athens,Boxing,Men's,54 - 57kg (featherweight),Images/Medal_Bronze.png,KOR,Bronze
NaN,Ким Жун Жо,2004 Athens,Boxing,Men's,64 - 69kg (welterweight),Images/Medal_Bronze.png,KOR,Bronze
NaN,Ян Тае Юнг,2004 Athens,Gymnastics Artistic,Men's,individual all-round,Images/Medal_Bronze.png,KOR,Bronze
NaN,Чо Мин Хо,2004 Athens,Judo,Men's,- 60 kg,Images/Medal_Bronze.png,KOR,Bronze
NaN,Ли Бо На,2004 Athens,Shooting,Women's,Trap,Images/Medal_Bronze.png,KOR,Bronze
NaN,Ким Кьюн А,2004 Athens,Table Tennis,Women's,singles,Images/Medal_Bronze.png,KOR,Bronze
NaN,Сон Мьон Себ,2004 Athens,Taekwondo,Men's,58 - 68 kg,Images/Medal_Bronze.png,KOR,Bronze
NaN,Хван Кьюн Сун,2004 Athens,Taekwondo,Women's,57 - 67 kg,Images/Medal_Bronze.png,KOR,Bronze
NaN,Victor AN,2006 Turin,Short Track Speed Skating,Men's,1000m,Images/Medal_Gold.png,KOR,Gold
NaN,Victor AN,2006 Turin,Short Track Speed Skating,Men's,1500m,Images/Medal_Gold.png,KOR,Gold
NaN,Victor ANHo-Suk LEESe-Jong OHSuk-Woo SONGHo-Jin SEO,2006 Turin,Short Track Speed Skating,Men's,5000m relay,Images/Medal_Gold.png,KOR,Gold
NaN,Sun-Yu JIN,2006 Turin,Short Track Speed Skating,Women's,1000m,Images/Medal_Gold.png,KOR,Gold
NaN,Sun-Yu JIN,2006 Turin,Short Track Speed Skating,Women's,1500m,Images/Medal_Gold.png,KOR,Gold
NaN,Eun-Kyung CHOIDa-Hye JEONChun-Sa BYUNSun-Yu JINYun-Mi KANG,2006 Turin,Short Track Speed Skating,Women's,3000m relay,Images/Medal_Gold.png,KOR,Gold
NaN,Ho-Suk LEE,2006 Turin,Short Track Speed Skating,Men's,1000m,Images/Medal_Silver.png,KOR,Silver
NaN,Ho-Suk LEE,2006 Turin,Short Track Speed Skating,Men's,1500m,Images/Medal_Silver.png,KOR,Silver
NaN,Eun-Kyung CHOI,2006 Turin,Short Track Speed Skating,Women's,1500m,Images/Medal_Silver.png,KOR,Silver
NaN,Victor AN,2006 Turin,Short Track Speed Skating,Men's,500m,Images/Medal_Bronze.png,KOR,Bronze
NaN,Kang Seok LEE,2006 Turin,Speed skating,Men's,2x500m,Images/Medal_Bronze.png,KOR,Bronze
NaN,Chang-Hwan LEEDong Hyun IMKyung Mo PARK,2008 Beijing,Archery,Men's,team (FITA Olympic round - 70m),Images/Medal_Gold.png,KOR,Gold
NaN,Hyun-Jung JOOSung-Hyun PARKOk-Hee YUN,2008 Beijing,Archery,Women's,team (FITA Olympic round - 70m),Images/Medal_Gold.png,KOR,Gold
NaN,Yong Dae LEEHyo Jung LEE,2008 Beijing,Badminton,Mixed,doubles,Images/Medal_Gold.png,KOR,Gold
NaN,Min Ho CHOI,2008 Beijing,Judo,Men's,- 60 kg,Images/Medal_Gold.png,KOR,Gold
NaN,Jongoh JIN,2008 Beijing,Shooting,Men's,50m pistol,Images/Medal_Gold.png,KOR,Gold
NaN,Taehwan PARK,2008 Beijing,Swimming,Men's,400m freestyle,Images/Medal_Gold.png,KOR,Gold
NaN,Taejin SON,2008 Beijing,Taekwondo,Men's,58 - 68 kg,Images/Medal_Gold.png,KOR,Gold
NaN,Dongmin CHA,2008 Beijing,Taekwondo,Men's,+ 80 kg,Images/Medal_Gold.png,KOR,Gold
NaN,Sujeong LIM,2008 Beijing,Taekwondo,Women's,49 - 57 kg,Images/Medal_Gold.png,KOR,Gold
NaN,Kyung Seon HWANG,2008 Beijing,Taekwondo,Women's,57 - 67 kg,Images/Medal_Gold.png,KOR,Gold
NaN,Jaehyouk SA,2008 Beijing,Weightlifting,Men's,69 - 77kg (middleweight),Images/Medal_Gold.png,KOR,Gold
NaN,Miran JANG,2008 Beijing,Weightlifting,Women's,+ 75kg (super heavyweight),Images/Medal_Gold.png,KOR,Gold
NaN,Jin-Man PARKJungkeun BONGDaeho LEEYongkyu LEEDong-Joo KIMHyunjin RYUTae-Hyon CHONGYoungmin KOHyuk KWONJinyoung LEEWonsam JANGKwanghyun KIMTaekkeun LEEMinjae KIMSeung Yuop LEEMinho KANGSeunghwan OHKab-Yong JINKeunwoo JEONGSeungjun SONGJongwook LEESuk Min YOONKijoo HANHyunsoo KIM,2008 Beijing,Baseball^,Men's,baseball,Images/Medal_Gold.png,KOR,Gold
NaN,Kyung Mo PARK,2008 Beijing,Archery,Men's,individual (FITA Olympic round - 70m),Images/Medal_Silver.png,KOR,Silver
NaN,Sung-Hyun PARK,2008 Beijing,Archery,Women's,individual (FITA Olympic round - 70m),Images/Medal_Silver.png,KOR,Silver
NaN,Hyo Jung LEEKyung-Won LEE,2008 Beijing,Badminton,Women's,doubles,Images/Medal_Silver.png,KOR,Silver
NaN,Hyunhee NAM,2008 Beijing,Fencing,Women's,foil individual,Images/Medal_Silver.png,KOR,Silver
NaN,Wonchul YOO,2008 Beijing,Gymnastics Artistic,Men's,parallel bars,Images/Medal_Silver.png,KOR,Silver
NaN,Kichun WANG,2008 Beijing,Judo,Men's,66 - 73kg (lightweight),Images/Medal_Silver.png,KOR,Silver
NaN,Jae-Bum KIM,2008 Beijing,Judo,Men's,73 - 81kg (half-middleweight),Images/Medal_Silver.png,KOR,Silver
NaN,Jongoh JIN,2008 Beijing,Shooting,Men's,10m air pistol,Images/Medal_Silver.png,KOR,Silver
NaN,Taehwan PARK,2008 Beijing,Swimming,Men's,200m freestyle,Images/Medal_Silver.png,KOR,Silver
NaN,Jyoung Hwa IM,2008 Beijing,Weightlifting,Women's,- 48kg (flyweight),Images/Medal_Silver.png,KOR,Silver
NaN,Jinhee YOON,2008 Beijing,Weightlifting,Women's,48 - 53kg (featherweight),Images/Medal_Silver.png,KOR,Silver
NaN,Ok-Hee YUN,2008 Beijing,Archery,Women's,individual (FITA Olympic round - 70m),Images/Medal_Bronze.png,KOR,Bronze
NaN,Jaejin LEEJiman HWANG,2008 Beijing,Badminton,Men's,doubles,Images/Medal_Bronze.png,KOR,Bronze
NaN,Jung Joo KIM,2008 Beijing,Boxing,Men's,64 - 69kg (welterweight),Images/Medal_Bronze.png,KOR,Bronze
NaN,Pil Hee MOONYong Ran OHJunghwa ANHairim SONGChunghee PARKMinhee BAEIm Jeong CHOIOna KIMJeong-Ho HONGCha Youn KIMNamsun KIMMinhee LEESeong-Ok OHSoon-Young HUH,2008 Beijing,Handball,Women's,handball,Images/Medal_Bronze.png,KOR,Bronze
NaN,Gyeong-Mi JEONG,2008 Beijing,Judo,Women's,70 - 78kg (half-heavyweight),Images/Medal_Bronze.png,KOR,Bronze
NaN,Sang-Eun OHJaeyoung YOONSeungmin RYU,2008 Beijing,Table Tennis,Women's,singles,Images/Medal_Bronze.png,KOR,Bronze
NaN,Kyung Ah KIMMiyoung PARKYeseo DANG,2008 Beijing,Table Tennis,Women's,team,Images/Medal_Bronze.png,KOR,Bronze
NaN,Eun-Chul PARK,2008 Beijing,Wrestling Greco-Roman,Men's,- 55kg,Images/Medal_Bronze.png,KOR,Bronze
NaN,Yuna KIM,2010 Vancouver,Figure skating,Women's,individual,Images/Medal_Gold.png,KOR,Gold
NaN,Jung-Su LEE,2010 Vancouver,Short Track Speed Skating,Men's,1000m,Images/Medal_Gold.png,KOR,Gold
NaN,Jung-Su LEE,2010 Vancouver,Short Track Speed Skating,Men's,1500m,Images/Medal_Gold.png,KOR,Gold
NaN,Tae Bum MO,2010 Vancouver,Speed skating,Men's,2x500m,Images/Medal_Gold.png,KOR,Gold
NaN,Seung-Hoon LEE,2010 Vancouver,Speed skating,Men's,10000m,Images/Medal_Gold.png,KOR,Gold
NaN,Sang Hwa LEE,2010 Vancouver,Speed skating,Women's,2x500m,Images/Medal_Gold.png,KOR,Gold
NaN,Si-Bak SUNG,2010 Vancouver,Short Track Speed Skating,Men's,500m,Images/Medal_Silver.png,KOR,Silver
NaN,Ho-Suk LEE,2010 Vancouver,Short Track Speed Skating,Men's,1000m,Images/Medal_Silver.png,KOR,Silver
NaN,Ho-Suk LEEJung-Su LEEYoon-Gy KWAKSeoung-Il KIMSi-Bak SUNG,2010 Vancouver,Short Track Speed Skating,Men's,5000m relay,Images/Medal_Silver.png,KOR,Silver
NaN,Eun-Byul LEE,2010 Vancouver,Short Track Speed Skating,Women's,1500m,Images/Medal_Silver.png,KOR,Silver
NaN,Tae Bum MO,2010 Vancouver,Speed skating,Men's,1000m,Images/Medal_Silver.png,KOR,Silver
NaN,Seung-Hoon LEE,2010 Vancouver,Speed skating,Men's,5000m,Images/Medal_Silver.png,KOR,Silver
NaN,Seung-Hi PARK,2010 Vancouver,Short Track Speed Skating,Women's,1000m,Images/Medal_Bronze.png,KOR,Bronze
NaN,Seung-Hi PARK,2010 Vancouver,Short Track Speed Skating,Women's,1500m,Images/Medal_Bronze.png,KOR,Bronze
NaN,Jin Hyek OH,2012 London,Archery,Men's,individual (FITA Olympic round - 70m),Images/Medal_Gold.png,KOR,Gold
NaN,Bo Bae KI,2012 London,Archery,Women's,individual (FITA Olympic round - 70m),Images/Medal_Gold.png,KOR,Gold
NaN,Bo Bae KIHyeonju CHOISung Jin LEE,2012 London,Archery,Women's,team (FITA Olympic round - 70m),Images/Medal_Gold.png,KOR,Gold
NaN,Woo Young WONEun Seok OHJunghwan KIMBongil GU,2012 London,Fencing,Men's,sabre team,Images/Medal_Gold.png,KOR,Gold
NaN,Jiyeon KIM,2012 London,Fencing,Women's,sabre individual,Images/Medal_Gold.png,KOR,Gold
NaN,Hak Seon YANG,2012 London,Gymnastics Artistic,Men's,vault,Images/Medal_Gold.png,KOR,Gold
NaN,Jae-Bum KIM,2012 London,Judo,Men's,73 - 81kg (half-middleweight),Images/Medal_Gold.png,KOR,Gold
NaN,Dae-Nam SONG,2012 London,Judo,Men's,81 - 90kg (middleweight),Images/Medal_Gold.png,KOR,Gold
NaN,Jongoh JIN,2012 London,Shooting,Men's,10m air pistol,Images/Medal_Gold.png,KOR,Gold
NaN,Jongoh JIN,2012 London,Shooting,Men's,50m pistol,Images/Medal_Gold.png,KOR,Gold
NaN,Jangmi KIM,2012 London,Shooting,Women's,25m pistol,Images/Medal_Gold.png,KOR,Gold
NaN,Kyung Seon HWANG,2012 London,Taekwondo,Women's,57 - 67 kg,Images/Medal_Gold.png,KOR,Gold
NaN,Hyeonwoo KIM,2012 London,Wrestling Greco-Roman,Men's,60 - 66kg,Images/Medal_Gold.png,KOR,Gold
NaN,Soonchul HAN,2012 London,Boxing,Men's,56 - 60kg (lightweight),Images/Medal_Silver.png,KOR,Silver
NaN,A Lam SHINEunsook CHOIInjeong CHOIHyo Jung JUNG,2012 London,Fencing,Women's,épée team,Images/Medal_Silver.png,KOR,Silver
NaN,Jonghyun KIM,2012 London,Shooting,Men's,50m rifle 3 positions,Images/Medal_Silver.png,KOR,Silver
NaN,Young Rae CHOI,2012 London,Shooting,Men's,50m pistol,Images/Medal_Silver.png,KOR,Silver
NaN,Taehwan PARK,2012 London,Swimming,Men's,200m freestyle,Images/Medal_Silver.png,KOR,Silver
NaN,Taehwan PARK,2012 London,Swimming,Men's,400m freestyle,Images/Medal_Silver.png,KOR,Silver
NaN,Seungmin RYUSae Hyuk JOOSang-Eun OH,2012 London,Table Tennis,Men's,team,Images/Medal_Silver.png,KOR,Silver
NaN,Daehoon LEE,2012 London,Taekwondo,Men's,- 58 kg,Images/Medal_Silver.png,KOR,Silver
NaN,Kim Min-jae,2012 London,Weightlifting,Men's,85 - 94kg (middle-heavyweight),Images/Medal_Silver.png,KOR,Silver
NaN,Jin Hyek OHDong Hyun IMBubmin KIM,2012 London,Archery,Men's,team (FITA Olympic round - 70m),Images/Medal_Bronze.png,KOR,Bronze
NaN,Yong Dae LEEJaesung CHUNG,2012 London,Badminton,Men's,doubles,Images/Medal_Bronze.png,KOR,Bronze
NaN,Byungchul CHOI,2012 London,Fencing,Men's,foil individual,Images/Medal_Bronze.png,KOR,Bronze
NaN,Jin Sun JUNG,2012 London,Fencing,Men's,épée individual,Images/Medal_Bronze.png,KOR,Bronze
NaN,Hee Sook JEONGil Ok JUNGHa Na OHHyunhee NAM,2012 London,Fencing,Women's,foil team,Images/Medal_Bronze.png,KOR,Bronze
NaN,Sung Ryong JUNGBokyung KIMSeokho HWANGChu Young PARKHyunsung KIMJongwoo PARKTaehee NAMSungdong BAEKYounggwon KIMSukyoung YUNChang Soo KIMDongwon JIKeehee KIMSung Yueng KIJacheol KOOWooyoung JUNGBumyoung LEEJaesuk OH,2012 London,Football,Men's,football,Images/Medal_Bronze.png,KOR,Bronze
NaN,Jun-Ho CHO,2012 London,Judo,Men's,60 - 66kg (half-lightweight),Images/Medal_Bronze.png,KOR,Bronze
NaN,Jang Mi-ran,2012 London,Weightlifting,Women's,+ 75kg (super heavyweight),Images/Medal_Bronze.png,KOR,Bronze
NaN,Seung-Hi PARK,2014 Sochi,Short Track Speed Skating,Women's,1000m,Images/Medal_Gold.png,KOR,Gold
NaN,Sangjeong KONGSuk Hee SHIMSeung-Hi PARKHa-Ri CHOAlang KIM,2014 Sochi,Short Track Speed Skating,Women's,3000m relay,Images/Medal_Gold.png,KOR,Gold
NaN,Sang Hwa LEE,2014 Sochi,Speed skating,Women's,2x500m,Images/Medal_Gold.png,KOR,Gold
NaN,Yuna KIM,2014 Sochi,Figure skating,Women's,individual,Images/Medal_Silver.png,KOR,Silver
NaN,Suk Hee SHIM,2014 Sochi,Short Track Speed Skating,Women's,1500m,Images/Medal_Silver.png,KOR,Silver
NaN,Cheol Min KIMSeung Hoon LEEHyong Jun JOO,2014 Sochi,Speed skating,Men's,Team pursuit,Images/Medal_Silver.png,KOR,Silver
NaN,Seung-Hi PARK,2014 Sochi,Short Track Speed Skating,Women's,500m,Images/Medal_Bronze.png,KOR,Bronze
NaN,Suk Hee SHIM,2014 Sochi,Short Track Speed Skating,Women's,1000m,Images/Medal_Bronze.png,KOR,Bronze
